City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1384,Hirara,JP,86.0,broken clouds,24.8,125.28,Hotel Atoll Emerald Miyakojima
1388,Atuona,PF,78.66,light rain,-9.8,-139.03,Villa Enata
1392,Tabou,CI,76.1,overcast clouds,4.42,-7.35,hotêl doufoulougou
1402,Sur,OM,88.27,clear sky,22.57,59.53,Sur Plaza Hotel
1408,Ambon,ID,81.0,light rain,-3.7,128.18,Swiss-Belhotel Ambon
1411,Atuona,PF,78.66,light rain,-9.8,-139.03,Villa Enata
1414,Daru,PG,80.19,light rain,-9.08,143.21,New century hotel
1415,Kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1419,Bengkulu,ID,84.87,clear sky,-3.8,102.27,Grage Hotel Bengkulu
1422,Kapaa,US,82.4,scattered clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1426,Wattegama,LK,82.4,scattered clouds,6.8,81.48,
1427,Bengkulu,ID,84.87,clear sky,-3.8,102.27,Grage Hotel Bengkulu
1431,Atuona,PF,78.66,light rain,-9.8,-139.03,Villa Enata
1432,Puro,PH,87.44,light rain,12.48,123.38,
1435,Kawalu,ID,81.95,light rain,-7.38,108.21,KOSAN UNGU UNSIK
1438,Vaini,TO,75.2,broken clouds,-21.2,-175.2,Keleti Beach Resort
1441,Xichang,CN,75.67,broken clouds,27.9,102.26,Xichang ibis Hotel
1443,Hobyo,SO,77.22,few clouds,5.35,48.53,Osmani Hotel
1445,Trincomalee,LK,83.23,overcast clouds,8.57,81.23,Welcombe Hotel
1449,Vaini,TO,75.2,broken clouds,-21.2,-175.2,Keleti Beach Resort
1452,Tura,IN,79.2,light rain,25.52,90.22,Hotel RIKMAN Continental
1453,Dingle,PH,88.0,overcast clouds,11.0,122.67,Camp Pasica
1454,Atuona,PF,78.66,light rain,-9.8,-139.03,Villa Enata
1455,Bowen,AU,78.8,clear sky,-20.02,148.23,Castle Motor Lodge Motel
1457,Carutapera,BR,76.62,clear sky,-1.2,-46.02,Lidera
1458,Veraval,IN,84.61,clear sky,20.9,70.37,Lords Inn Somnath
1459,Kloulklubed,PW,89.6,broken clouds,7.04,134.26,Storyboard Beach Resort
1461,Kavieng,PG,85.41,clear sky,-2.57,150.8,Nusa Island Retreat
1468,Weihai,CN,79.0,overcast clouds,37.5,122.11,Beihai Travel Resort
1473,Nemuro,JP,78.8,broken clouds,43.32,145.57,Hotel Nemuro Kaiyoutei
1478,Georgetown,MY,87.8,few clouds,5.41,100.34,Cititel Penang
1481,Bathsheba,BB,82.4,scattered clouds,13.22,-59.52,Atlantis Hotel
1485,Hilo,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1488,Alofi,NU,75.2,broken clouds,-19.06,-169.92,Taloa Heights
1490,Butaritari,KI,83.32,overcast clouds,3.07,172.79,Isles Sunset Lodge
1491,Riyadh,SA,82.4,clear sky,24.69,46.72,InterContinental Riyadh
1494,Hilo,US,82.4,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1495,Vaini,TO,75.2,broken clouds,-21.2,-175.2,Keleti Beach Resort
1497,Vaini,TO,75.2,broken clouds,-21.2,-175.2,Keleti Beach Resort
1498,Arlit,NE,89.53,clear sky,18.74,7.39,Hôtel Telwa Bungalow
1499,Butaritari,KI,83.32,overcast clouds,3.07,172.79,Isles Sunset Lodge
1504,Dalbandin,PK,84.97,clear sky,28.89,64.41,Police station anti NARCOTICS FORCE
1509,Kahului,US,84.2,scattered clouds,20.89,-156.47,Maui Seaside Hotel
1511,Batticaloa,LK,80.28,overcast clouds,7.71,81.69,Grand Star Guest House
1514,Atuona,PF,78.66,light rain,-9.8,-139.03,Villa Enata
